Mountpoint,City,Antenna_Name,Antenna_Status,Receiver_Name,Receiver_Status,Firmware,Firmware_Status,Availability,Observation_Ratio,Non_Cycle_Slips,Multipath_MP1,Multipath_MP2,Multipath_MP5,Signals_GPS,Signals_GLO,Signals_GAL,Signals_BDS,Time
FRSI,Saint_Pantaleon_De_Larche,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,74.67,66.67,14.4,22.7,26.5,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-16
FRCH,Cherbourg,CHCC220GR CHCD,True,TRIMBLE BD970,False,"5.41,24/APR/2019",False,99.71,73.52,94.12,13.1,19.6,14.7,1C 2W 2X 5X,1C 2C,1X 5X 7X 8X,2I 6I,2026-09-16
FREG,Egletons,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,78.74,99.92,31.2,30.7,30.0,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-16
FRCV,Cavaillon,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,99.96,73.43,0.0,14.1,25.7,29.2,1C 2W 2X 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-16
FRVD,Vidauban,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,69.23,99.01,21.5,37.6,24.6,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-16
NODS,Nods,TPSCR.G5 TPSH,True,TPS NET-G5,True,5.6.1+2410301224,False,99.25,81.05,99.23,27.1,27.3,20.5,1C 1W 1X 2W 2X 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-09-16
LEST,Les_Thioleyres,TPSCR.G5 TPSH,True,TPS NET-G5,True,5.6.1+2410301224,False,99.25,87.58,98.75,27.0,28.7,20.9,1C 1W 1X 2W 2X 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-09-16
CHSY,Satigny,TPSCR.G5 TPSH,True,TPS NET-G5,True,5.6.1+2410301224,False,99.25,87.12,99.17,34.2,35.0,23.5,1C 1W 1X 2W 2X 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-09-16
2ANG,2ANG_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,98.12,88.02,98.25,28.4,34.2,29.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2ANN,2ANN_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.0,86.8,98.46,18.4,18.8,14.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2AUC,2AUC_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.08,89.63,99.81,33.2,36.4,32.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2BAL,2BAL_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,98.54,88.82,99.45,20.3,21.0,17.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2BAS,2BAS_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,100.0,85.94,92.31,22.4,24.5,19.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2BIL,2BIL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.79,85.27,99.42,32.5,36.2,27.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2CAS,2CAS_MSM7,TWIVC6050 SCIS,True,NOV OEM7700-1.02,True,OM7CR0800RN0000,True,95.62,86.05,99.23,40.4,33.0,27.3,1C 2S 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 6I 7I,2026-09-17
2CHR,2CHR_MSM7,TRM77971.00 NONE,True,SEPT ASTERX SB,True,4.8.4,True,98.67,88.6,99.28,30.1,34.0,27.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2CIU,2CIU_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,88.2,99.37,35.2,40.9,34.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2CLI,2CLI_MSM7,CHCA220GR NONE,False,SEPT ASTERX SB,True,4.8.4,True,98.08,88.36,99.08,28.9,37.3,30.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2CUM,2CUM_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,87.81,99.19,30.6,34.5,27.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2DUN,2DUN_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,97.5,88.72,99.87,32.8,37.3,30.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2FIG,2FIG_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.17,86.82,98.51,20.2,22.0,18.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2GAW,2GAW_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.21,89.04,98.48,24.3,27.1,22.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2IMP,2IMP_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,98.12,85.4,96.67,32.5,34.0,26.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2INV,2INV_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,90.49,99.75,34.2,37.6,30.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2KIR,2KIR_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.79,90.49,97.92,22.3,23.7,18.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2LIA,2LIA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,97.67,87.57,95.45,33.7,39.3,30.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2NER,2NER_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.21,88.94,98.39,20.8,22.0,18.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2OBA,2OBA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,98.33,88.93,99.59,28.9,34.5,30.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2PIM,2PIM_MSM7,TRM77971.00 NONE,True,SEPT ASTERX SB,True,4.8.4,True,97.87,88.18,98.04,49.0,45.7,39.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2SAL,2SAL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,87.81,99.81,26.0,31.4,27.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2TER,2TER_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,97.87,86.92,98.11,28.5,33.9,26.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2UBE,2UBE_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,98.5,87.34,99.11,34.2,35.9,28.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2VIE,2VIE_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.79,88.56,99.45,30.1,29.6,25.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
2WOR,2WOR_MSM7,CHCA220GR NONE,True,SEPT ASTERX SB,True,4.8.4,True,98.46,88.21,98.89,35.1,43.4,34.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-17
FRAV,Aveze,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,82.7,85.71,15.6,21.4,27.4,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRBA,Barcelonette,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,78.45,94.12,14.5,24.2,26.6,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRCP,Case_De_Pene,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,87.42,72.52,98.33,15.6,28.4,30.9,1C 2W 5X,1C 1P 2C 2P,1X 5X 7X 8X,2I,2026-09-17
FRCT,Castellane,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,76.68,95.0,17.1,22.0,26.1,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRCA,Castres,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,83.07,66.67,15.6,24.1,26.9,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRCD,Chateau_D_Olonne,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,87.0,99.94,27.1,21.4,19.7,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRCN,Crehange,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,82.48,90.0,14.0,23.8,15.7,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRDO,Dontcourt_Aux_Templiers,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,82.93,90.91,13.3,22.1,26.2,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRDZ,Donzere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,82.65,80.0,13.3,21.0,24.7,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRDY,Doyet,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,82.91,99.83,30.3,30.5,27.3,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRDR,Drucat,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,82.17,99.88,28.9,26.3,24.1,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FREB,Ebersheim,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,81.83,99.77,28.8,28.4,26.4,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRGU,Guidel,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,76.73,99.66,27.1,25.9,0.0,1C 2W,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRBO,La_Bourdiniere,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,76.57,99.23,26.8,23.1,21.8,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRPE,Le_Puy_En_Velay,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,99.75,82.88,97.06,13.9,22.3,25.8,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRMY,Maye,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,77.2,99.36,30.4,25.3,26.1,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRMZ,Mazan,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,99.75,82.37,83.33,14.9,23.3,30.6,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRME,Melle,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,83.66,85.71,14.3,21.7,23.5,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRMS,Mours_Saint_Eusebe,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,77.85,99.68,25.8,19.5,19.5,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRNE,Neuville,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,85.8,99.93,30.4,27.7,25.6,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRNU,Nuisement,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,84.19,99.5,38.3,39.3,40.6,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRPA,Piau_Engal,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,80.39,92.31,15.0,21.9,14.0,1C 1X 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRPL,Plouhinec,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,99.75,83.43,85.71,15.2,24.0,27.1,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRSG,Saint_Georges_Dorques,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,98.79,81.35,94.74,15.2,27.4,32.6,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRSL,Sabl,CHCC220GR CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,87.07,93.33,15.5,24.3,23.7,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRSN,Saint_Nabord,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,82.36,88.89,15.5,25.3,29.2,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRSU,Sautron,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,76.11,99.72,26.7,26.5,27.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRSV,Saviere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,99.75,81.54,98.92,13.5,23.2,27.0,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRUN,Ugine,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,76.6,96.67,16.7,26.3,29.0,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRVL,Villevaude,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,83.32,87.5,15.4,29.3,19.8,1C 1X 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRSI,Saint_Pantaleon_De_Larche,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,83.2,66.67,14.1,22.6,26.4,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRCH,Cherbourg,CHCC220GR CHCD,True,TRIMBLE BD970,False,"5.41,24/APR/2019",False,100.0,84.15,83.33,13.1,19.8,14.5,1C 2W 2X 5X,1C 2C,1X 5X 7X 8X,2I 6I,2026-09-17
FREG,Egletons,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,84.68,99.92,31.2,30.8,30.3,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-17
FRCV,Cavaillon,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,82.45,0.0,14.1,26.1,29.5,1C 2W 2X 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-17
FRVD,Vidauban,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,79.67,99.0,21.7,37.5,24.7,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-17
NODS,Nods,TPSCR.G5 TPSH,True,TPS NET-G5,True,5.6.1+2410301224,False,100.0,88.64,99.32,27.7,27.9,20.5,1C 1W 1X 2W 2X 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-09-17
LEST,Les_Thioleyres,TPSCR.G5 TPSH,True,TPS NET-G5,True,5.6.1+2410301224,False,100.0,93.28,98.63,27.6,29.4,20.9,1C 1W 1X 2W 2X 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-09-17
CHSY,Satigny,TPSCR.G5 TPSH,True,TPS NET-G5,True,5.6.1+2410301224,False,100.0,92.61,99.02,35.4,36.6,25.4,1C 1W 1X 2W 2X 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-09-17
2ANG,2ANG_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.79,78.71,98.68,28.9,34.5,29.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2ANN,2ANN_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,100.0,77.87,98.7,18.6,19.0,14.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2AUC,2AUC_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,98.62,78.9,99.81,33.4,36.9,32.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2BAL,2BAL_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,100.0,80.02,99.27,20.6,21.1,17.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2BAS,2BAS_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.5,76.01,95.24,23.0,25.1,20.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2BIL,2BIL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,76.13,99.49,32.4,36.3,28.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2CAS,2CAS_MSM7,TWIVC6050 SCIS,True,NOV OEM7700-1.02,True,OM7CR0800RN0000,True,100.0,78.02,99.07,39.8,32.8,27.2,1C 2S 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 6I 7I,2026-09-18
2CHR,2CHR_MSM7,TRM77971.00 NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.71,78.72,99.43,30.4,33.8,28.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2CIU,2CIU_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,79.56,99.47,35.4,41.9,35.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2CLI,2CLI_MSM7,CHCA220GR NONE,False,SEPT ASTERX SB,True,4.8.4,True,100.0,79.37,99.0,29.4,37.6,30.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2CUM,2CUM_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,79.36,99.36,31.1,35.0,27.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2DUN,2DUN_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,81.0,99.85,33.4,37.9,31.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2FIG,2FIG_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,100.0,77.78,99.21,20.4,22.6,18.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2GAW,2GAW_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.71,78.75,98.46,24.2,27.6,22.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2IMP,2IMP_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.79,76.84,98.25,32.1,34.2,26.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2INV,2INV_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.54,81.22,99.75,34.0,37.9,30.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2KIR,2KIR_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.54,81.57,98.36,22.5,24.0,18.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2LIA,2LIA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.79,78.54,98.0,34.0,39.6,30.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2NER,2NER_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.79,78.74,98.21,21.1,22.3,18.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2OBA,2OBA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.79,80.36,99.59,29.3,34.6,30.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2PIM,2PIM_MSM7,TRM77971.00 NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,79.37,99.15,49.5,46.0,39.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2SAL,2SAL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,79.2,99.82,26.1,31.5,27.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2TER,2TER_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,79.62,98.91,28.7,33.7,27.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2UBE,2UBE_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,100.0,79.84,98.89,34.2,36.3,28.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2VIE,2VIE_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,99.75,78.83,99.48,31.4,31.1,26.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
2WOR,2WOR_MSM7,CHCA220GR NONE,True,SEPT ASTERX SB,True,4.8.4,True,99.75,78.68,98.18,35.2,42.9,34.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-09-18
FRAV,Aveze,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,72.19,95.46,15.5,21.8,27.2,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-18
FRBA,Barcelonette,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,99.71,66.75,95.83,14.6,23.8,26.8,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-18
FRCP,Case_De_Pene,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,97.83,68.97,98.49,15.6,28.3,32.0,1C 2W 5X,1C 1P 2C 2P,1X 5X 7X 8X,2I,2026-09-18
FRCT,Castellane,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,64.83,95.0,17.1,22.0,26.0,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-18
FRCA,Castres,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,72.69,85.72,15.7,24.1,27.2,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-18
FRCD,Chateau_D_Olonne,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,80.13,99.94,27.5,21.8,19.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-18
FRCN,Crehange,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,71.58,91.67,14.0,24.3,16.3,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I,2026-09-18
FRDO,Dontcourt_Aux_Templiers,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,71.89,90.91,13.5,22.4,26.3,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-18
FRDZ,Donzere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,100.0,72.31,88.89,13.4,21.1,25.1,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I,2026-09-18
FRDY,Doyet,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,73.57,99.84,30.8,31.6,27.7,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-18
FRDR,Drucat,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,72.67,99.88,29.3,26.4,25.0,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-18
FREB,Ebersheim,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,100.0,72.6,99.79,29.3,28.8,26.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I,2026-09-18
